,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
472,473,603188,亚邦股份,4.18,2.45,0.1,184219.0,76459704.0,4.41,4.23,4.05,4.1,4.08,1.62,3.23,187.09,3.18,2383310600.0,2383310600.0,-0.24,0.0,17.75,20.46
473,474,688768,容知日新,50.18,2.45,1.2,7814.0,38996636.0,4.14,50.56,48.53,48.98,48.98,1.43,0.9,-171.59,4.34,4387104574.0,4350715844.0,-0.02,0.2,-13.15,38.08
474,475,600156,华升股份,7.56,2.44,0.18,261671.0,199882574.0,6.23,7.86,7.4,7.45,7.38,0.94,6.51,-60.79,7.64,3039956907.0,3039956907.0,0.13,0.13,48.24,56.85
475,476,837403,康农种业,33.33,2.43,0.79,33158.0,111475911.61,9.9,34.88,31.66,31.96,32.54,1.24,8.0,-666.36,5.01,2365503426.0,1381393514.0,0.0,-0.45,22.4,55.17
476,477,301157,华塑科技,45.66,2.42,1.08,14325.0,65300949.0,5.27,46.49,44.14,44.7,44.58,1.78,6.93,88.36,2.53,2739600000.0,943338111.0,0.02,-0.15,-23.73,1.92
477,478,688428,诺诚健华-U,24.56,2.42,0.58,53395.0,128202162.0,4.67,24.63,23.51,23.88,23.98,0.73,2.01,602.31,6.41,43288650481.0,6539909670.0,0.08,0.16,32.04,100.0
478,479,002109,兴化股份,3.39,2.42,0.08,95648.0,32412054.32,3.93,3.43,3.3,3.32,3.31,1.24,0.75,-11.32,0.98,4326554795.0,4326554795.0,0.3,0.0,6.94,6.94
479,480,002097,山河智能,8.03,2.42,0.19,616980.0,500381853.96,8.29,8.44,7.79,7.93,7.84,1.03,5.75,66.46,1.83,8629176630.0,8613593411.0,0.0,-0.12,-7.17,7.07
480,481,603903,中持股份,7.63,2.42,0.18,47574.0,35946563.0,3.62,7.67,7.4,7.47,7.45,1.25,1.86,157.96,1.28,1948087632.0,1948087632.0,0.0,-0.13,11.22,18.66
481,482,603312,西典新能,35.96,2.42,0.85,20177.0,71814313.0,3.73,36.21,34.9,35.1,35.11,1.77,3.84,20.22,3.55,5811136000.0,1888619200.0,0.03,0.0,1.58,14.05
482,483,600758,辽宁能源,3.82,2.41,0.09,430334.0,164819340.0,4.83,3.91,3.73,3.74,3.73,2.13,3.26,13.38,0.89,5050106445.0,5045239765.0,-0.26,-0.26,5.23,11.05
483,484,300619,金银河,19.15,2.41,0.45,38701.0,73816530.7,6.36,19.68,18.49,18.68,18.7,2.4,2.71,-12.6,2.22,3332093451.0,2737981170.0,-0.05,0.21,-13.66,3.51
484,485,600522,中天科技,13.61,2.41,0.32,700344.0,949158764.0,3.76,13.75,13.25,13.29,13.29,2.02,2.05,18.5,1.3,46450244764.0,46450244764.0,0.07,0.0,-3.68,-4.96
485,486,000796,凯撒旅业,3.83,2.41,0.09,658499.0,251760119.3,4.55,3.9,3.73,3.74,3.74,2.51,4.95,-338.12,7.12,6142511548.0,5096836882.0,0.0,0.26,-1.29,-5.43
486,487,300096,ST易联众,4.27,2.4,0.1,109394.0,46540990.0,3.36,4.31,4.17,4.21,4.17,1.67,2.54,-17.48,6.45,1836100000.0,1836100000.0,-0.23,0.0,14.78,34.7
487,488,603236,移远通信,77.16,2.39,1.8,99759.0,761873280.0,4.35,77.6,74.32,75.32,75.36,1.8,3.81,23.82,4.88,20189504583.0,20189504583.0,0.0,-0.03,-5.13,13.44
488,489,300518,新迅达,13.74,2.38,0.32,126717.0,174680361.79,7.08,14.18,13.23,13.48,13.42,1.0,6.36,-65.97,3.56,2739915054.0,2739588042.0,0.0,-0.07,25.94,11.17
489,490,300344,ST立方,4.3,2.38,0.1,253066.0,107270745.05,3.33,4.31,4.17,4.2,4.2,1.1,3.96,-39.8,11.16,2759337589.0,2749520689.0,0.0,0.0,-62.67,-3.37
490,491,430090,同辉信息,6.88,2.38,0.16,119682.0,81547095.75,4.91,6.95,6.62,6.7,6.72,1.27,8.84,-57.39,13.81,1371414796.0,931190112.0,0.0,-0.15,-12.91,24.64
491,492,600658,电子城,4.73,2.38,0.11,440888.0,207317349.0,4.98,4.84,4.61,4.72,4.62,0.92,3.94,-19.74,0.92,5290907263.0,5290907263.0,-0.21,0.0,8.49,7.99
492,493,002627,三峡旅游,5.61,2.37,0.13,567103.0,316271629.44,4.2,5.68,5.45,5.48,5.48,2.15,7.91,61.04,1.31,4065013731.0,4023289715.0,-0.36,-0.36,13.56,11.75
493,494,002379,宏创控股,11.22,2.37,0.26,251401.0,279253554.73,3.1,11.22,10.88,11.11,10.96,1.18,2.21,-57.02,6.7,12750113509.0,12750113509.0,0.09,0.27,-6.11,25.08
494,495,600515,海南机场,3.46,2.37,0.08,775685.0,267291795.0,3.25,3.49,3.38,3.39,3.38,2.22,0.85,98.44,1.67,39531571223.0,31749003278.0,0.0,0.0,-9.42,-8.47
495,496,300037,新宙邦,31.65,2.36,0.73,98012.0,311898411.82,5.11,32.34,30.76,30.94,30.92,2.11,1.81,25.74,2.51,23667208230.0,17093680090.0,-0.03,-0.16,-8.53,-14.55
496,497,000586,汇源通信,10.85,2.36,0.25,68862.0,74213466.83,3.58,10.94,10.56,10.61,10.6,1.59,3.56,204.07,6.43,2098824000.0,2098824000.0,-0.37,-0.09,7.32,14.21
497,498,002749,国光股份,15.26,2.35,0.35,40416.0,61397388.0,2.08,15.32,15.01,15.14,14.91,1.37,0.96,22.64,3.74,7116631473.0,6452053086.0,0.07,0.13,18.2,12.04
498,499,600116,三峡水利,7.0,2.34,0.16,339803.0,236670475.0,4.39,7.1,6.8,6.84,6.84,2.38,1.78,-773.26,1.21,13385000328.0,13385000328.0,-0.14,-0.14,4.01,0.86
499,500,300493,润欣科技,20.16,2.34,0.46,438374.0,880659292.22,5.23,20.55,19.52,19.75,19.7,1.7,8.75,203.43,9.23,10333512948.0,10100019828.0,0.25,-0.64,-18.55,-28.33
500,501,300542,新晨科技,20.54,2.34,0.47,334690.0,695798256.26,7.87,21.46,19.88,19.88,20.07,1.3,13.58,-244.78,11.0,6132420325.0,5060753959.0,0.15,0.15,-0.05,0.0
