,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
338,339,688057,金达莱,12.24,3.12,0.37,43636.0,53291789.0,4.97,12.43,11.84,11.88,11.87,2.22,1.58,17.19,1.06,3378240000.0,3378240000.0,-0.16,0.08,8.32,10.27
339,340,605088,冠盛股份,36.42,3.11,1.1,92963.0,340002421.0,5.24,37.13,35.28,35.28,35.32,2.66,5.15,20.12,2.68,6759371466.0,6571225746.0,-0.03,0.08,-8.03,45.22
340,341,605318,法狮龙,27.48,3.11,0.83,22891.0,61861511.0,4.77,27.8,26.53,26.65,26.65,2.09,1.82,-108.5,5.4,3455033689.0,3455033689.0,0.37,0.11,23.39,35.37
341,342,300147,ST香雪,8.28,3.11,0.25,208898.0,171661264.54,5.98,8.39,7.91,8.0,8.03,0.86,3.18,-15.6,5.66,5475390493.0,5443760868.0,0.0,0.0,-12.2,-15.25
342,343,002107,沃华医药,5.96,3.11,0.18,209196.0,124317235.5,6.06,6.12,5.77,5.8,5.78,1.95,3.67,37.62,4.78,3440169216.0,3394915234.0,0.17,0.17,32.15,24.69
343,344,688212,澳华内镜,55.88,3.1,1.68,33278.0,183083786.0,5.22,56.17,53.34,53.45,54.2,2.02,2.47,-65.34,5.72,7525094170.0,7525094170.0,0.68,0.58,37.13,39.07
344,345,688038,中科通达,15.97,3.1,0.48,27450.0,43407668.0,4.33,16.05,15.38,15.58,15.49,1.69,2.36,101.36,3.07,1858483198.0,1858483198.0,0.31,0.31,-4.88,31.44
345,346,688168,安博通,65.53,3.1,1.97,13900.0,89617768.0,5.27,65.9,62.55,63.56,63.56,1.2,1.81,-25.86,4.66,5036316276.0,5036316276.0,-0.05,0.51,6.71,67.6
346,347,430564,天润科技,25.76,3.08,0.77,54812.0,139257281.49,9.24,26.66,24.35,25.19,24.99,2.33,16.22,-76.86,6.07,1916312624.0,870236092.0,-0.23,-0.35,2.18,78.89
347,348,603132,金徽股份,12.08,3.07,0.36,59642.0,72198229.0,6.83,12.53,11.73,11.73,11.72,2.42,0.61,31.48,3.81,11814240000.0,11814240000.0,0.08,0.0,3.42,9.72
348,349,688409,富创精密,54.28,3.06,1.61,49242.0,262084391.0,6.32,55.09,51.76,52.5,52.67,1.46,2.78,-187.54,3.64,16621120650.0,9619150246.0,-0.02,0.0,-6.28,5.25
349,350,001301,尚太科技,47.51,3.06,1.41,60779.0,287546318.68,3.99,47.86,46.02,46.18,46.1,1.33,3.77,12.95,1.98,12392382499.0,7667941776.0,0.02,0.06,-13.79,-29.87
350,351,603979,金诚信,40.71,3.06,1.21,81060.0,328904990.0,4.0,41.14,39.56,39.86,39.5,1.36,1.3,15.05,2.72,25393928125.0,25393928125.0,0.02,0.0,-1.43,12.15
351,352,603168,莎普爱思,7.78,3.05,0.23,224204.0,173981952.0,9.01,8.26,7.58,7.58,7.55,2.42,6.95,82.6,1.83,2924696539.0,2509769642.0,0.13,0.0,14.41,16.12
352,353,835179,凯德石英,35.88,3.04,1.06,67922.0,242431977.4,8.47,36.95,34.0,34.54,34.82,2.23,11.46,67.43,3.62,2691000000.0,2126276428.0,-0.03,0.36,6.5,41.04
353,354,002638,勤上股份,2.37,3.04,0.07,311946.0,73268845.75,5.22,2.41,2.29,2.3,2.3,1.62,2.32,-121.0,1.53,3404728607.0,3192525704.0,0.0,0.42,14.49,5.33
354,355,300394,天孚通信,90.52,3.04,2.67,285877.0,2569804673.94,6.22,92.57,87.11,87.4,87.85,1.08,5.16,37.22,12.27,50265490324.0,50164398493.0,-1.65,-1.66,2.41,-0.92
355,356,600241,时代万恒,7.82,3.03,0.23,54691.0,42230192.0,4.61,7.86,7.51,7.6,7.59,1.96,1.86,148.27,1.97,2301442539.0,2301442539.0,0.0,0.13,7.42,16.89
356,357,603637,镇海股份,10.88,3.03,0.32,126842.0,137000274.0,5.02,10.95,10.42,10.42,10.56,2.21,5.31,109.54,2.64,2596902342.0,2596902342.0,0.09,0.18,11.13,33.83
357,358,688063,派能科技,44.64,3.0,1.3,48957.0,217438503.0,4.94,45.04,42.9,43.28,43.34,1.84,2.0,-71.73,1.21,10952836875.0,10952836875.0,-0.13,-0.16,4.64,12.7
358,359,688611,杭州柯林,31.37,2.99,0.91,21848.0,67223282.0,4.33,31.5,30.18,30.48,30.46,1.13,1.42,255.91,5.51,4811831752.0,4811831752.0,0.0,0.19,-17.79,32.14
359,360,839680,*ST广道,6.55,2.99,0.19,38405.0,24882601.04,4.72,6.6,6.3,6.43,6.36,1.21,8.19,-18.01,6.71,438849345.0,307151403.0,0.15,0.0,-69.51,-55.68
360,361,600768,宁波富邦,11.04,2.99,0.32,40040.0,43818018.0,3.17,11.07,10.73,10.73,10.72,1.39,2.99,72.61,3.86,1476569088.0,1476569088.0,0.18,0.09,14.88,30.34
361,362,600521,华海药业,18.98,2.98,0.55,589972.0,1080084642.0,6.46,18.98,17.79,18.32,18.43,0.88,4.02,24.06,3.0,28620090689.0,27839020738.0,0.48,0.37,25.28,6.21
362,363,603336,宏辉果蔬,6.24,2.97,0.18,312165.0,192315623.0,5.45,6.33,6.0,6.0,6.06,1.1,5.47,197.53,3.14,3559223248.0,3559223248.0,0.0,-0.16,33.05,46.14
363,364,002989,中天精装,37.89,2.96,1.09,59198.0,221842694.48,3.91,38.0,36.56,36.96,36.8,0.8,3.24,492.59,4.96,7485363800.0,6930114267.0,-0.03,0.19,31.29,71.6
364,365,300789,唐源电气,23.63,2.96,0.68,49525.0,115515150.02,6.27,23.94,22.5,22.92,22.95,1.68,5.01,114.99,3.26,3396105396.0,2335157480.0,0.38,0.25,26.36,58.17
365,366,601669,中国电建,4.88,2.95,0.14,1996636.0,971372738.0,5.06,4.98,4.74,4.75,4.74,4.22,1.53,7.97,0.6,84063657550.0,63789046148.0,0.0,0.0,0.62,-10.62
366,367,605336,帅丰电器,20.92,2.95,0.6,36137.0,75232139.0,7.48,21.78,20.26,20.3,20.32,1.25,1.97,-744.56,1.99,3836988454.0,3836988454.0,0.05,-0.05,19.13,62.93
367,368,603306,华懋科技,41.33,2.94,1.18,159477.0,656942990.0,11.16,43.58,39.1,39.96,40.15,1.24,4.85,39.34,4.7,13600057859.0,13600057859.0,0.02,0.0,7.8,30.75
368,369,300301,*ST长方,2.1,2.94,0.06,220216.0,45843456.0,4.41,2.12,2.03,2.05,2.04,1.32,2.79,-18.19,139.55,1742724415.0,1658741110.0,0.0,0.48,19.32,20.69
369,370,003042,中农联合,17.9,2.93,0.51,192802.0,343479914.52,6.44,18.27,17.15,17.19,17.39,1.04,15.22,157.08,1.88,2550392000.0,2268201364.0,0.22,0.34,20.13,25.61
370,371,000698,沈阳化工,3.86,2.93,0.11,335182.0,130084596.82,6.67,3.99,3.74,3.75,3.75,2.84,4.27,24.45,2.24,3163325565.0,3032842426.0,-0.26,0.0,20.25,14.54
371,372,300502,新易盛,99.73,2.92,2.83,466925.0,4617045338.34,6.49,101.26,94.97,95.9,96.9,0.93,5.29,15.73,10.3,98965002286.0,87988516632.0,0.04,-0.03,51.08,21.27
372,373,601100,恒立液压,71.15,2.92,2.02,202426.0,1444240593.0,4.35,72.2,69.19,69.19,69.13,2.67,1.51,38.61,5.81,95399413581.0,95399413581.0,0.1,0.07,-25.11,34.83
373,374,603326,我乐家居,8.46,2.92,0.24,177444.0,148941784.0,4.87,8.58,8.18,8.22,8.22,1.19,5.56,17.01,2.29,2731215233.0,2700236828.0,0.12,0.0,14.79,42.91
374,375,300103,达刚控股,6.37,2.91,0.18,78252.0,49295567.2,3.39,6.39,6.18,6.2,6.19,1.49,2.47,-91.37,3.99,2023118370.0,2021459686.0,-0.16,-0.16,-12.5,1.27
375,376,002723,小崧股份,7.44,2.9,0.21,106882.0,78340106.0,3.46,7.45,7.2,7.27,7.23,1.08,3.37,-66.39,2.37,2365971157.0,2359323570.0,0.0,0.4,-16.03,7.05
376,377,300669,沪宁股份,27.32,2.9,0.77,30614.0,83089065.85,4.29,27.64,26.5,26.56,26.55,1.03,1.68,364.3,6.1,5264714970.0,4974639188.0,-0.51,-0.36,19.15,31.54
377,378,605018,长华集团,13.19,2.89,0.37,297504.0,384893998.0,6.47,13.43,12.6,12.82,12.82,2.16,6.33,228.8,2.27,6215468210.0,6200167810.0,0.23,0.69,0.08,50.23
378,379,603375,盛景微,35.67,2.88,1.0,31533.0,112288527.0,5.36,36.36,34.5,34.54,34.67,2.46,5.82,215.29,2.28,3590780012.0,1932943674.0,-0.06,-0.03,-4.34,-4.6
379,380,300345,华民股份,9.33,2.87,0.26,167096.0,154330256.9,5.62,9.48,8.97,9.12,9.07,1.53,3.77,-40.78,9.55,5392232560.0,4136461210.0,0.11,0.21,61.98,65.43
380,381,603898,好莱客,11.82,2.87,0.33,25702.0,30123012.0,3.05,11.87,11.52,11.54,11.49,1.22,0.83,417.98,1.22,3679385308.0,3679385308.0,0.17,0.08,14.98,25.74
381,382,603818,曲美家居,3.95,2.86,0.11,443452.0,172969757.0,6.51,4.02,3.77,3.8,3.84,0.92,6.46,-160.03,1.24,2721004327.0,2711848227.0,-0.5,-0.5,38.6,45.22
382,383,605006,山东玻纤,7.22,2.85,0.2,708096.0,514594404.0,5.98,7.56,7.14,7.15,7.02,1.99,11.8,126.26,1.74,4411127604.0,4332067160.0,0.0,0.0,10.74,14.79
383,384,301212,联盛化学,27.79,2.85,0.77,48922.0,135717335.0,5.66,28.35,26.82,27.1,27.02,3.07,5.22,67.14,2.24,3001320000.0,2605312500.0,0.07,0.83,24.34,34.45
384,385,600073,光明肉业,8.29,2.85,0.23,186822.0,153951085.0,3.47,8.33,8.05,8.07,8.06,0.86,1.99,11.73,1.54,7773777323.0,7773777323.0,0.36,0.12,30.96,19.45
385,386,600361,创新新材,3.98,2.84,0.11,842006.0,335407409.0,4.65,4.05,3.87,3.88,3.87,3.24,5.73,19.75,1.53,16347594822.0,5847662139.0,-0.5,-0.25,-6.79,3.11
386,387,301042,安联锐视,34.44,2.84,0.95,14874.0,50658403.88,3.31,34.5,33.39,33.54,33.49,1.87,2.18,86.77,2.3,2401796592.0,2344841442.0,0.03,0.06,-11.69,-4.31
387,388,300594,朗进科技,18.12,2.84,0.5,43190.0,77390634.0,4.03,18.18,17.47,17.76,17.62,1.05,4.75,-31.2,2.01,1664746914.0,1648886025.0,0.0,0.06,1.74,5.72
388,389,300419,ST浩丰,5.45,2.83,0.15,196999.0,107045799.0,4.91,5.52,5.26,5.3,5.3,1.44,5.36,-99.57,4.54,2004258047.0,2004258047.0,0.18,0.0,0.37,25.58
389,390,300620,光库科技,43.99,2.83,1.21,108051.0,469141704.6,4.65,44.2,42.21,42.38,42.78,2.16,4.38,252.69,5.68,10961452175.0,10859084849.0,0.05,0.07,-7.95,-9.3
390,391,603159,上海亚虹,16.03,2.82,0.44,30856.0,49065716.0,4.11,16.14,15.5,15.63,15.59,1.6,2.2,1210.24,4.36,2244200000.0,2244200000.0,0.0,0.0,7.37,3.29
391,392,301246,宏源药业,14.6,2.82,0.4,84702.0,122654661.71,3.59,14.7,14.19,14.2,14.2,1.31,5.26,164.3,1.34,5840099280.0,2349820360.0,0.0,0.07,2.53,7.91
392,393,603599,广信股份,11.65,2.82,0.32,301294.0,348802152.0,4.15,11.72,11.25,11.3,11.33,1.18,3.31,16.47,1.07,10604637869.0,10604637869.0,-0.09,-0.09,3.46,-3.32
393,394,603180,金牌家居,20.44,2.82,0.56,50676.0,102562300.0,4.28,20.55,19.7,19.7,19.88,2.83,3.29,22.59,1.12,3153014879.0,3153014879.0,0.05,0.25,6.68,-2.71
394,395,300581,晨曦航空,13.88,2.81,0.38,886992.0,1264610927.41,7.7,14.85,13.81,13.81,13.5,2.04,16.12,-125.51,7.76,7635520498.0,7635520498.0,0.0,-0.07,24.37,23.82
395,396,601118,海南橡胶,4.77,2.8,0.13,752606.0,358674252.0,4.09,4.85,4.66,4.66,4.64,3.97,1.76,-47.09,2.09,20412870592.0,20412870592.0,0.0,-0.21,-6.65,-11.83
396,397,600133,东湖高新,9.54,2.8,0.26,287546.0,272166612.0,4.2,9.65,9.26,9.26,9.28,2.42,2.7,-928.61,1.15,10171928408.0,10171928408.0,0.0,0.0,-9.49,2.03
397,398,301005,超捷股份,45.68,2.79,1.24,288596.0,1292889777.75,8.12,46.66,43.05,45.1,44.44,1.22,21.8,96.34,8.07,6160493830.0,6046743184.0,0.4,1.58,29.44,56.17
398,399,001269,欧晶科技,24.29,2.79,0.66,52517.0,128010981.23,5.08,24.8,23.6,23.64,23.63,3.04,6.26,-318.68,4.88,4673572345.0,2037948416.0,0.0,0.04,1.12,-14.74
399,400,002831,裕同科技,24.3,2.79,0.66,69623.0,168381141.26,3.81,24.5,23.6,23.8,23.64,1.42,1.34,23.45,2.02,22611479338.0,12660136510.0,0.45,0.08,-3.95,-8.34
400,401,605186,健麾信息,21.1,2.78,0.57,45613.0,95441421.0,4.09,21.22,20.38,20.38,20.53,3.04,3.35,209.39,2.67,2869600000.0,2869600000.0,0.05,0.24,-7.62,4.92
401,402,002556,辉隆股份,5.93,2.77,0.16,629508.0,369452912.66,4.68,5.99,5.72,5.75,5.77,1.01,6.73,17.14,1.59,5612852214.0,5545079626.0,0.0,0.17,14.7,10.22
402,403,300648,星云股份,38.17,2.77,1.03,149624.0,579727295.65,9.88,40.39,36.72,37.07,37.14,1.59,14.09,-413.46,4.78,6652321038.0,4053250887.0,0.18,-0.08,42.0,65.96
403,404,002052,*ST同洲,10.39,2.77,0.28,110227.0,113967318.73,4.65,10.58,10.11,10.2,10.11,0.75,1.52,15.41,36.41,7750521221.0,7512848080.0,-0.1,0.1,154.66,67.04
404,405,002072,凯瑞德,5.19,2.77,0.14,79667.0,40974962.0,3.56,5.21,5.03,5.12,5.05,1.19,2.53,-186.84,39.04,1908259200.0,1631532812.0,0.19,0.19,4.22,23.28
405,406,300355,蒙草生态,4.45,2.77,0.12,1332884.0,584958804.4,7.62,4.56,4.23,4.3,4.33,2.08,9.76,-105.39,1.69,7138877260.0,6078992783.0,0.0,0.0,-14.42,-13.26
406,407,000070,ST特信,7.04,2.77,0.19,158071.0,110212376.82,3.94,7.09,6.82,6.85,6.85,1.44,1.78,-105.24,4.26,6338427110.0,6255706519.0,0.0,0.0,8.98,22.43
407,408,300991,创益通,24.22,2.76,0.65,69609.0,166716963.5,3.27,24.29,23.52,23.69,23.57,1.46,7.74,139.08,5.42,3487680000.0,2177184240.0,0.21,0.0,15.39,17.06
408,409,603322,超讯通信,39.45,2.76,1.06,115442.0,453154917.0,3.91,39.9,38.4,38.46,38.39,1.06,7.33,31.04,22.34,6216799102.0,6216799102.0,0.0,-0.25,-21.55,3.82
409,410,300065,海兰信,18.63,2.76,0.5,1243901.0,2291270570.59,9.16,19.31,17.65,18.1,18.13,0.99,18.97,96.42,7.7,13422812591.0,12218422344.0,0.05,0.38,54.09,127.2
410,411,600106,重庆路桥,6.35,2.75,0.17,531451.0,339247936.0,6.8,6.56,6.14,6.15,6.18,1.94,4.0,38.08,1.63,8439309144.0,8439309144.0,0.0,-0.16,12.19,13.6
411,412,002309,ST中利,3.0,2.74,0.08,279159.0,83252756.11,3.42,3.03,2.93,2.96,2.92,1.78,2.3,-29.29,5.22,9022996155.0,3646865331.0,0.0,0.33,27.12,22.95
412,413,300786,国林科技,14.3,2.73,0.38,165129.0,237221918.99,7.83,14.92,13.83,13.9,13.92,2.4,11.26,-107.64,2.32,2631427070.0,2097830649.0,-0.35,-0.14,-5.67,2.88
413,414,301165,锐捷网络,52.22,2.73,1.39,106164.0,550104089.35,4.35,52.5,50.29,50.8,50.83,2.33,11.12,96.8,9.55,41538636340.0,4984636340.0,0.0,0.06,-4.95,2.11
414,415,603499,翔港科技,22.2,2.73,0.59,35643.0,78875595.0,4.77,22.57,21.54,21.55,21.61,1.56,1.65,29.13,5.85,4798282470.0,4798282470.0,0.0,0.0,-18.98,-14.12
415,416,600345,长江通信,25.37,2.71,0.67,135018.0,338213090.0,4.33,25.55,24.48,24.71,24.7,2.5,6.38,-151.68,2.38,8362259789.0,5367259365.0,-0.04,-0.08,4.49,9.73
416,417,002163,海南发展,8.76,2.7,0.23,425875.0,378141800.35,7.85,9.25,8.58,8.61,8.53,3.03,5.3,-126.87,7.01,7401830915.0,7039088145.0,-0.11,0.0,-12.49,-6.31
417,418,600303,曙光股份,4.21,2.68,0.11,166364.0,68857790.0,3.17,4.21,4.08,4.14,4.1,0.74,2.46,-9.89,2.27,2877973728.0,2844293728.0,0.24,1.69,35.37,41.28
418,419,001268,联合精密,24.52,2.68,0.64,84460.0,204875416.0,3.94,24.63,23.69,23.69,23.88,1.28,20.27,34.47,2.68,2646525350.0,1021812373.0,-0.12,-0.45,12.84,44.15
419,420,000408,藏格矿业,37.58,2.68,0.98,88247.0,330558428.8,3.22,37.88,36.7,36.7,36.6,1.67,0.56,19.74,4.08,59009083497.0,59008463427.0,0.19,0.29,13.78,35.52
420,421,603790,雅运股份,18.39,2.68,0.48,28093.0,51151136.0,3.52,18.43,17.8,17.9,17.91,1.06,1.47,31.96,2.89,3519110400.0,3519110400.0,-0.05,0.0,35.62,66.88
421,422,002134,天津普林,23.79,2.68,0.62,224544.0,531520337.12,6.52,24.29,22.78,23.1,23.17,1.54,9.13,2885.34,12.11,5848765981.0,5848765981.0,-0.17,-0.21,1.88,23.91
422,423,301585,蓝宇股份,34.11,2.68,0.89,27910.0,95557065.61,5.48,34.84,33.02,33.23,33.22,2.41,11.32,66.31,3.81,3547440000.0,840998457.0,0.03,0.0,-18.53,-4.1
423,424,000751,锌业股份,3.07,2.68,0.08,298763.0,91306091.84,2.68,3.08,3.0,3.01,2.99,2.16,2.12,43.54,1.38,4959985927.0,4328297152.0,0.0,0.0,2.68,9.25
424,425,002355,兴民智通,7.72,2.66,0.2,880069.0,686396314.44,8.51,8.2,7.56,7.56,7.52,1.09,14.24,8.85,3.47,4790803488.0,4772246538.0,0.0,0.65,5.46,21.19
425,426,002237,恒邦股份,11.56,2.66,0.3,245496.0,283103347.77,3.11,11.64,11.29,11.29,11.26,1.43,2.7,21.22,1.41,13271729128.0,10524906664.0,0.17,0.09,7.24,14.46
426,427,000626,远大控股,6.59,2.65,0.17,134023.0,88609670.43,6.07,6.8,6.41,6.44,6.42,2.47,2.65,64.98,1.42,3353917658.0,3334738497.0,0.61,0.15,20.26,14.61
427,428,603399,永杉锂业,8.91,2.65,0.23,122023.0,108366895.0,3.23,8.98,8.7,8.75,8.68,2.06,2.38,-38.68,2.63,4564509683.0,4564509683.0,0.0,0.0,-10.09,-1.0
428,429,600538,国发股份,5.81,2.65,0.15,173573.0,99846812.0,3.89,5.87,5.65,5.67,5.66,1.88,3.31,242.14,3.91,3045592402.0,3045592402.0,-0.17,-0.17,12.38,12.6
429,430,300343,ST联创,4.29,2.63,0.11,238317.0,102561049.33,4.31,4.37,4.19,4.2,4.18,2.09,2.24,228.54,2.34,4585877521.0,4574081179.0,0.0,-0.23,-31.9,-25.65
430,431,002205,国统股份,10.52,2.63,0.27,108669.0,113872611.0,4.29,10.7,10.26,10.35,10.25,2.22,5.85,-15.5,5.59,1955070759.0,1955070759.0,0.0,0.19,10.39,18.07
431,432,002388,ST新亚,4.29,2.63,0.11,224429.0,95338301.2,5.02,4.34,4.13,4.18,4.18,1.22,4.43,40.84,2.21,2190892704.0,2173007492.0,-0.23,-0.23,22.22,25.07
432,433,002942,新农股份,17.53,2.63,0.45,33666.0,58905215.1,6.62,18.15,17.02,17.08,17.08,2.98,2.45,16.37,2.35,2732189513.0,2405270141.0,-0.23,-0.06,10.25,24.15
433,434,832471,美邦科技,16.86,2.62,0.43,36000.0,60694311.97,5.78,17.17,16.22,16.55,16.43,1.37,6.79,-469.52,2.61,1402752000.0,894096034.0,-0.24,-0.24,3.63,38.77
434,435,002171,楚江新材,9.02,2.62,0.23,356653.0,319001367.1,4.44,9.1,8.71,8.83,8.79,1.62,2.38,25.82,1.78,13607091739.0,13524140193.0,0.11,0.0,-7.58,10.0
435,436,002887,绿茵生态,7.86,2.61,0.2,102561.0,80419678.22,5.61,8.06,7.63,7.73,7.66,3.33,5.27,22.51,1.07,2405055462.0,1529558830.0,0.13,0.26,7.82,16.96
436,437,002407,多氟多,11.79,2.61,0.3,317422.0,376644232.74,5.48,12.08,11.45,11.5,11.49,4.38,2.94,54.21,1.65,14035199989.0,12739694239.0,0.0,0.08,-3.36,-1.75
437,438,688192,迪哲医药-U,60.3,2.6,1.53,40734.0,241618530.0,3.61,60.4,58.28,58.69,58.77,0.75,2.18,-35.97,15.46,27702597508.0,11258899847.0,0.3,0.37,25.18,45.41
438,439,000955,欣龙控股,4.76,2.59,0.12,297326.0,142155949.5,7.54,5.03,4.68,4.7,4.64,3.25,5.53,-683.25,3.96,2562760200.0,2561093367.0,0.0,0.0,7.21,14.98
439,440,300165,ST天瑞,3.56,2.59,0.09,146767.0,51733331.39,3.75,3.58,3.45,3.46,3.47,1.59,3.49,139.42,1.38,1764021741.0,1497094312.0,-0.28,-0.28,24.04,18.27
440,441,002197,ST证通,6.34,2.59,0.16,224977.0,140674969.48,5.34,6.42,6.09,6.17,6.18,1.06,4.21,-144.94,1.82,3895060964.0,3385560076.0,0.0,0.63,20.99,56.93
441,442,301037,保立佳,12.67,2.59,0.32,29777.0,37425157.42,3.89,12.74,12.26,12.35,12.35,1.19,4.38,-42.7,2.84,1767487527.0,861325592.0,0.08,-0.08,-6.49,22.89
442,443,000816,智慧农业,3.18,2.58,0.08,892294.0,286329312.68,5.48,3.27,3.1,3.11,3.1,2.62,6.21,-175.46,2.29,4601502351.0,4568787160.0,0.0,0.0,-18.67,5.3
443,444,002652,扬子新材,3.18,2.58,0.08,228370.0,72598628.8,4.52,3.25,3.11,3.12,3.1,1.46,4.46,-87.47,6.22,1628363520.0,1628363520.0,-0.31,0.0,7.43,12.77
444,445,832522,纳科诺尔,41.7,2.58,1.05,47098.0,196531962.18,4.9,42.5,40.51,40.8,40.65,1.74,3.67,52.71,6.26,6536505024.0,5349143394.0,0.12,0.0,-6.27,16.25
445,446,300912,凯龙高科,14.3,2.58,0.36,29974.0,42531400.8,3.37,14.33,13.86,14.0,13.94,1.55,3.49,-70.15,3.15,1644242600.0,1227454443.0,0.14,0.28,6.64,24.35
446,447,603172,万丰股份,15.48,2.58,0.39,34407.0,52672006.0,3.05,15.54,15.08,15.11,15.09,1.83,6.87,49.81,1.93,2064722400.0,775238400.0,-0.26,0.13,10.49,17.63
447,448,605500,森林包装,7.55,2.58,0.19,32887.0,24576576.0,3.13,7.55,7.32,7.37,7.36,1.49,0.79,23.09,1.19,3128720000.0,3128720000.0,0.27,0.13,7.7,8.48
448,449,601117,中国化学,7.98,2.57,0.2,475940.0,378587972.0,3.21,8.04,7.79,7.81,7.78,1.84,0.78,8.43,0.76,48747628389.0,48435254481.0,0.0,-0.13,11.3,-3.74
449,450,002872,ST天圣,4.41,2.56,0.11,33529.0,14672021.0,3.95,4.44,4.27,4.27,4.3,1.33,1.56,-28.24,0.7,1402380000.0,947788971.0,0.23,0.46,14.84,-2.86
450,451,688339,亿华通-U,21.61,2.56,0.54,41253.0,89135206.0,3.7,21.9,21.12,21.32,21.07,1.86,2.11,-13.46,2.03,5006001470.0,4230959642.0,-0.23,-0.05,-10.81,-10.33
451,452,001296,长江材料,18.1,2.55,0.45,75296.0,136711846.03,7.08,18.88,17.63,17.69,17.65,4.93,9.8,20.38,1.57,2707598657.0,1391009236.0,0.0,0.11,0.56,5.72
452,453,603356,华菱精工,13.68,2.55,0.34,39312.0,53325389.0,3.0,13.73,13.33,13.35,13.34,2.02,2.95,-21.14,4.21,1824091200.0,1824091200.0,-0.07,-0.29,-7.94,7.04
453,454,301149,隆华新材,11.66,2.55,0.29,110010.0,128821835.38,4.93,11.92,11.36,11.37,11.37,1.58,4.24,21.94,2.54,5013800210.0,3028324554.0,-0.09,0.0,-6.35,17.9
454,455,603970,中农立华,15.01,2.53,0.37,166641.0,249517714.0,5.4,15.29,14.5,14.5,14.64,2.36,6.2,18.7,2.78,4034690011.0,4034690011.0,0.0,0.0,8.69,5.7
455,456,601121,宝地矿业,6.07,2.53,0.15,99296.0,60152946.0,4.05,6.15,5.91,5.91,5.92,2.41,2.61,60.57,1.6,4856000000.0,2306600000.0,0.0,0.17,-1.3,-13.29
456,457,600250,南京商旅,10.15,2.53,0.25,553513.0,554194551.0,7.98,10.48,9.69,9.92,9.9,1.67,17.82,224.3,5.19,3152527872.0,3152527872.0,-0.1,-0.2,20.4,10.21
457,458,002785,万里石,31.76,2.52,0.78,160273.0,510490597.32,5.78,32.78,30.99,30.99,30.98,1.53,8.28,665.01,8.08,7197441513.0,6145401930.0,0.09,-0.03,9.56,-3.02
458,459,300471,厚普股份,10.27,2.5,0.25,212450.0,216677237.0,3.99,10.34,9.94,10.08,10.02,2.13,5.8,163.87,3.6,4150783341.0,3764488896.0,0.0,0.1,6.31,8.56
459,460,600239,云南城投,2.46,2.5,0.06,580223.0,143330158.0,7.5,2.56,2.38,2.39,2.4,3.4,3.61,-26.96,3.08,3949989796.0,3949989796.0,0.0,0.41,-1.6,-7.87
460,461,603709,中源家居,13.13,2.5,0.32,32951.0,42961865.0,4.29,13.23,12.68,12.98,12.81,0.98,2.64,178.28,3.1,1653098512.0,1638624000.0,0.31,0.08,15.48,20.79
461,462,600523,贵航股份,14.79,2.49,0.36,349689.0,525141471.0,5.96,15.5,14.64,14.88,14.43,2.31,8.65,38.89,1.93,5979764423.0,5975819930.0,-0.2,-0.34,12.9,24.08
462,463,001207,联科科技,23.83,2.49,0.58,59089.0,139616256.0,4.34,24.06,23.05,23.22,23.25,0.87,3.01,14.51,2.53,4822142622.0,4681496937.0,0.13,0.13,11.36,24.83
463,464,300505,川金诺,18.19,2.48,0.44,216748.0,392096940.1,3.94,18.33,17.63,17.77,17.75,1.46,9.97,17.36,1.97,4999840243.0,3953800628.0,0.11,0.11,11.25,29.01
464,465,600160,XD巨化股,26.98,2.47,0.65,334558.0,908631710.0,6.34,27.94,26.27,26.38,26.33,2.14,1.24,22.51,4.05,72839149265.0,72839149265.0,0.0,0.0,7.83,12.93
465,466,300376,ST易事特,3.73,2.47,0.09,272591.0,101454389.52,4.12,3.77,3.62,3.62,3.64,2.27,1.17,49.11,1.26,8684336975.0,8681332181.0,-0.27,0.0,4.19,4.19
466,467,603069,海汽集团,19.14,2.46,0.46,148371.0,285743500.0,4.23,19.6,18.81,18.82,18.68,1.79,4.7,-77.47,7.65,6048240000.0,6048240000.0,0.0,0.0,3.29,4.82
467,468,603685,晨丰科技,13.35,2.46,0.32,28514.0,37741538.0,3.76,13.48,12.99,13.03,13.03,2.84,2.11,-158.13,2.02,2256256146.0,1805021060.0,0.07,0.07,5.87,13.62
468,469,603365,水星家纺,20.0,2.46,0.48,39544.0,77911228.0,6.05,20.2,19.02,19.56,19.52,0.91,1.53,14.63,1.71,5253470000.0,5161270000.0,0.0,0.05,32.1,23.46
469,470,002335,科华数据,43.5,2.45,1.04,458845.0,1992236406.49,4.15,44.1,42.34,42.97,42.46,2.47,10.09,81.3,3.72,22420510784.0,19778260014.0,0.09,0.09,-13.91,50.94
470,471,600725,云维股份,3.34,2.45,0.08,374691.0,126006282.0,6.13,3.47,3.27,3.29,3.26,2.86,3.04,-310.71,13.99,4116449800.0,4116449800.0,0.0,0.3,7.4,-1.18
471,472,688027,国盾量子,272.66,2.45,6.51,17443.0,472616608.0,3.6,274.28,264.71,265.01,266.15,1.08,2.17,-345.29,8.71,28046080533.0,21914875724.0,-0.07,-0.12,-7.0,-8.61
