,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
10,300765.SZ,300765,新诺威,10125748,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-25 00:00:00,2023-10-25 00:00:00,CNY,1893159673.5,80.5384497439,1893159673.5,80.5384497439,,,,,,,,,,,1281419606.3,68.4886626339,1075224848.06,108.5777873926,,,,,27633487.77,132.0643138572,,,,,,,,,,,,,14345138.14,47.2988134449,185499503.04,-13.2184359619,46555527.38,60.9114006001,,,-67838898.09,-251.5178109936,711705.99,,20000141.92,-2.7233128363,,,,,,,1283541.67,-41.3935966709,5172837.67,-33.501476777,834486.54,346.2572107015,,,,,,,,,-7669781.59,-136.2501446611,2825047.44,-39.6870075981,,,0,,613351712.39,104.8004675143,6710372.14,614.3426742138,,,6087280.01,255.1379839544,,,,,0,,613974804.52,105.5401905613,96125145.62,76.5552651455,,,,,,,517849658.9,112.0006288002,,,,,,,517529063.5,111.7124503877,320595.4,277.0632332475,458300452.87,96.8355187651,,,,,0.5266,17.6234085325,0.5266,17.6234085325,341200.77,173.7844711589,341200.77,173.7844711589,,,,,,,,,,,,,,,,,,,,,341200.77,173.7844711589,,,,,,,,,,,,,,,341200.77,173.7844711589,,,,,,,,,518190859.67,112.5426808884,517870264.27,112.2535540328,320595.4,277.0632332475,,,,,,,,,,,
11,300765.SZ,300765,新诺威,10125748,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-20 00:00:00,2023-08-22 00:00:00,CNY,1241731331.52,75.5264045647,1241731331.52,75.5264045647,,,,,,,,,,,843133872.74,64.3008461373,701820318.75,109.6277591114,,,,,13813998.98,91.7582333005,,,,,,,,,,,,,8961758.72,20.6970126879,122079824.1,-20.9749112758,27340748.86,31.9508831223,,,-30882776.67,-169.4698091292,612685.73,1720.5960354833,13821558.65,20.5727033336,,,,,,,778144.65,-66.5602010464,1974324.75,-65.1453617214,-148696.19,-179.6402194377,,,,,,,,,-6130991.95,-74.4527582505,1821135.13,-40.5076524464,,,0,,397040071.36,96.7431555662,2160778.11,562.5394620939,,,5551499.53,246.1116594651,,,,,0,,393649349.94,96.305967898,61599677.13,64.8981061488,,,,,,,332049672.81,103.4963969615,,,332049672.81,103.4963969615,,,331848875.31,103.002450585,200797.5,167.3551377733,301734344.25,94.5649710935,,,,,0.3377,12.9431438127,0.3377,12.9431438127,448099.05,222.8807650664,448099.05,222.8807650664,,,,,,,,,,,,,,,,,,,,,448099.05,222.8807650664,,,,,,,,,,,,,,,448099.05,222.8807650664,,,,,,,,,332497771.86,104.2274269696,332296974.36,103.7310401133,200797.5,167.3551377733,,,,,,,,,,,
12,300765.SZ,300765,新诺威,10125748,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-29 00:00:00,2023-04-26 00:00:00,CNY,541028381.87,51.4892297162,541028381.87,51.4892297162,,,,,,,,,,,386256108.97,47.2213332048,298134957.15,99.4894099285,,,,,7526575.82,211.9263676351,,,,,,,,,,,,,3535144.74,-22.5753965837,68870147.79,-30.1672136256,12342016.93,16.9834823739,,,-4152733.46,-28.3540591566,9145.42,,-6973982.08,-356.1255820376,,,,,,,,,1379160.63,-49.7784994541,-743860.31,23.8796381074,,,,,,,,,-2731684.49,-24.9163503385,347327.24,-85.9332811759,,,0,,153767076.28,51.1418541338,620672.37,104.5783792063,,,3667665.11,540.7250941583,,,,,0,,150720083.54,48.5396802096,27217633.39,51.7177569717,,,,,,,123502450.15,47.8571136933,,,123502450.15,47.8571136933,,,123520129.15,47.2892215286,-17679.0,94.7077828939,111537005.48,43.501346286,,,,,0.1995,29.8828125,0.1995,29.8828125,341200.77,249.1856371458,341200.77,249.1856371458,,,,,,,,,,,,,,,,,,,,,341200.77,249.1856371458,,,,,,,,,,,,,,,341200.77,249.1856371458,,,,,,,,,123843650.92,48.67268018,123861329.92,48.0999774204,-17679.0,94.7077828939,,,,,,,,,,,
13,300765.SZ,300765,新诺威,10125748,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-03-18 00:00:00,2023-03-17 00:00:00,CNY,1849677007.18,40.4020934784,1849677007.18,40.4020934784,,,,,,,,,,,1391498013.62,38.7055829328,1041229362.05,78.2322311179,,,,,26500461.8,88.6741271113,,,,,,,,,,,,,15800838.02,-15.325059625,265814462.08,-18.9693460149,59454185.84,27.1213974693,,,-17301296.17,-250.6190752848,2833803.84,,27658193.63,221.8500364253,,,,,,,3594150.88,84.9401490313,17716216.49,-30.3171932318,7311444.69,66.5710023433,,,,,,,-4347642.26,,-5999756.02,-526.0550213496,18222984.02,6.9739614072,,,0,,487364946.67,35.3708023058,878939.27,-86.6782002219,,,10253264.17,631.6790564839,,,,,0,,477990621.77,30.8779432897,85290025.98,30.2010050182,,,,,,,392700595.79,31.0258979206,,,392700595.79,31.0258979206,,,393228489.93,31.147964005,-527894.14,-327.2350431477,298498249.98,13.4161446646,,,,,0.6353,15.7194899818,0.6353,15.7194899818,-1104494.48,-794.1342074224,-1104494.48,-794.1342074224,,,,,,,,,,,,,,,,,,,,,-1104494.48,-794.1342074224,,,,,,,,,,,,,,,-1104494.48,-794.1342074224,,,,,,,,,391596101.31,30.7112523384,392123995.45,30.8334984496,-527894.14,-327.2350431477,,,,,,,,,,,标准无保留意见
14,300765.SZ,300765,新诺威,10125748,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-22 00:00:00,2022-10-25 00:00:00,CNY,1048618549.78,1.5223096457,1048618549.78,1.5223096457,,,,,,,,,,,760537585.3,-0.1402944912,515503046.37,16.7967621079,,,,,11907685.12,43.2556999444,,,,,,,,,,,,,9738800.88,-32.5121411765,213754505.46,-17.7750955309,28932398.33,-13.6819948236,,,-19298850.86,-580.757581055,,,20560056.58,372.2952436798,,,,,,,2190104.83,-78.3520455555,7778876.01,-49.9205286509,-338867.86,-108.6516857817,,,,,,,,,-3246466.41,-168.6385697467,4683978.24,-65.4575395108,,,0,,299487457.15,-3.1694212827,939377.19,-85.4892525804,,,1714060.53,104.2218736302,,,,,0,,298712773.81,-5.1478189059,54444791.29,-5.6691706309,,,,,,,244267982.52,-5.0308286739,,,244267982.52,-5.0308286739,,,244449045.18,-4.9523147157,-181062.66,-924.16442262,232834224.1,4.012748995,,,,,0.4477,-4.9469214437,0.4477,-4.9469214437,-462428.97,-24.7343983268,-462428.97,-24.7343983268,,,,,,,,,,,,,,,,,,,,,-462428.97,-24.7343983268,,,,,,,,,,,,,,,-462428.97,-24.7343983268,,,,,,,,,243805553.55,-5.0737932498,243986616.21,-4.9951696264,-181062.66,-924.16442262,,,,,,,,,,,
15,300765.SZ,300765,新诺威,10125748,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-20 00:00:00,2022-08-20 00:00:00,CNY,707432784.6,2.9392732944,707432784.6,2.9392732944,,,,,,,,,,,513164656.52,2.1651024614,334793598.77,13.3240507826,,,,,7203862.25,28.9724998965,,,,,,,,,,,,,7425004.58,-27.187997511,154482362.59,-11.2728312262,20720398.54,-7.1703996176,,,-11460570.21,-114.0505404773,33653.03,,11463256.83,421.5538921237,,,,,,,2327001.58,-64.7338491698,5664453.42,-44.2052348038,186709.92,-91.1706850502,,,,,,,,,-3514413.88,-182.1500390331,3061125.01,-75.6144240248,,,0,,201806294.21,-5.2560109864,326135.76,-94.8211327412,,,1603962.01,124.5108137831,,,,,0,,200528467.96,-8.2605176101,37356206.55,-4.43910007,,,,,,,163172261.41,-9.0927777307,,,163172261.41,-9.0927777307,,,163470378.98,-8.9232566999,-298117.57,-4506.9266417828,155081535.26,1.4264987652,,,,,0.299,-9.1185410334,0.299,-9.1185410334,-364661.67,-526.8389098416,-364661.67,-526.8389098416,,,,,,,,,,,,,,,,,,,,,-364661.67,-526.8389098416,,,,,,,,,,,,,,,-364661.67,-526.8389098416,,,,,,,,,162807599.74,-9.3390913193,163105717.31,-9.1696602188,-298117.57,-4506.9266417828,,,,,,,,,,,
16,300765.SZ,300765,新诺威,10125748,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-27 00:00:00,2022-04-29 00:00:00,CNY,357139832.9,0.4302679426,357139832.9,0.4302679426,,,,,,,,,,,262364224.37,-4.7464285797,149449014.49,-13.4000635876,,,,,2412933.5,-2.5691479414,,,,,,,,,,,,,4565919.08,-19.0192448766,98621509.13,14.5528123492,10550221.86,-15.959423584,,,-3235373.69,16.9893984691,,,2722876.03,257.5957249724,,,,,,,3932830.86,228.9633725221,2746155.76,-75.011634309,-977215.94,-1518.9468716739,,,,,,,,,-2186811.0,-60.7103183964,2469141.84,248.2237034881,,,0,,101736925.99,16.3231535673,303390.99,-90.1097782991,,,572424.14,12.0098998174,,,,,0,,101467892.84,12.7206414585,17939649.21,6.2056153378,,,,,,,83528243.63,14.2255585316,,,83528243.63,14.2255585316,,,83862300.22,14.7534568019,-334056.59,-837.5818875277,77725407.02,22.1069603418,,,,,0.1536,-11.724137931,0.1536,-11.724137931,-228708.86,-268.3016188057,-228708.86,-268.3016188057,,,,,,,,,,,,,,,,,,,,,-228708.86,-268.3016188057,,,,,,,,,,,,,,,-228708.86,-268.3016188057,,,,,,,,,83299534.77,14.009614101,83633591.36,14.5378273781,-334056.59,-837.5818875277,,,,,,,,,,,
17,300765.SZ,300765,新诺威,10125748,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-03-05 00:00:00,2022-03-18 00:00:00,CNY,1317414122.08,4.8477236609,1317414122.08,4.8477236609,,,,,,,,,,,1003202599.49,3.8912271797,584198130.45,-4.5181125832,,,,,14045625.76,7.6103776492,,,,,,,,,,,,,18660583.58,9.5808069001,328041857.01,17.5501010313,46769613.16,-7.6846401505,,,11486789.53,290.6899137253,,,8593503.34,253.7361468884,,,,,,,1943412.99,-50.0455327016,25424085.67,41.8920835604,4389386.26,,,,,,,,,,1408211.55,137.0205947697,17034971.67,-12.8894179451,,,0,,360022204.47,8.1691836411,6597751.69,44.9649427388,,,1401333.56,-36.6870224182,,,,,0,,365218622.6,8.9650466863,65506426.75,6.2679312268,,,,,,,299712195.85,9.5728735046,,,299712195.85,9.5728735046,,,299835756.44,9.7506991236,-123560.59,-137.3740330052,263188500.07,10.3674375251,,,,,0.549,-20.8933717579,0.549,-20.8933717579,-123526.7,-572.0660367444,-123526.7,-572.0660367444,,,,,,,,,,,,,,,,,,,,,-123526.7,-572.0660367444,,,,,,,,,,,,,,,-123526.7,-572.0660367444,,,,,,,,,299588669.15,9.5172358741,299712229.74,9.6949771397,-123560.59,-137.3740330052,,,,,,,,,,,标准无保留意见
18,300765.SZ,300765,新诺威,10125748,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-23 00:00:00,2021-10-22 00:00:00,CNY,1032894694.22,7.5759882784,1032894694.22,7.5759882784,,,,,,,,,,,761606076.67,4.2897721713,441367583.37,-3.9847632079,,,,,8312189.41,-11.8717419932,,,,,,,,,,,,,14430448.75,2.1798205707,259963215.33,18.7455104794,33518381.56,-7.657645103,,,4014258.25,149.0542621045,,,4353221.18,162.5914801001,,,,,,,10116913.52,-2.1194406612,15533063.35,336.120822658,3916784.18,,,,,,,,,,-1208488.57,-277.6581561014,13560059.63,-35.0204733679,,,0,,309290165.48,16.5721307295,6473665.09,5401.6570753789,,,839312.9,-50.349912678,,,,,0,,314924517.67,19.4035393343,57716858.48,14.9833364528,,,,,,,257207659.19,20.442516265,,,257207659.19,20.442516265,,,257185689.95,20.5625842381,21969.24,-90.4853208585,223851620.45,12.5991716193,,,,,0.471,-7.2834645669,0.471,-7.2834645669,-370730.91,-310.0771571003,-370730.91,-310.0771571003,,,,,,,,,,,,,,,,,,,,,-370730.91,-310.0771571003,,,,,,,,,,,,,,,-370730.91,-310.0771571003,,,,,,,,,256836928.28,20.3198504529,256814959.04,20.4398365027,21969.24,-90.4853208585,,,,,,,,,,,
19,300765.SZ,300765,新诺威,10125748,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-08-21 00:00:00,2021-08-20 00:00:00,CNY,687233124.89,5.1591018639,687233124.89,5.1591018639,,,,,,,,,,,502289572.62,-0.9237134036,295430313.74,-6.4588703413,,,,,5585580.07,-1.337849823,,,,,,,,,,,,,10197500.86,-0.8505555401,174109424.12,15.8194412029,22320895.98,-11.4222061734,,,-5354142.15,-1519.5304714402,,,2197904.57,90.8716067495,,,,,,,6598399.67,46.6086996879,10152302.64,8561.9633403057,2114659.19,,,,,,,,,,-1245583.34,-612.4742787423,12553015.0,-34.7628799014,,,0,,213001686.24,24.8193076622,6297434.24,5313.9827073996,,,714425.28,66.3327549222,,,,,0,,218584695.2,28.32648245,39091518.16,17.7240138755,,,,,,,179493177.04,30.8938965462,,,179493177.04,30.8938965462,,,179486412.29,31.0233451786,6764.75,-95.1901500302,152900412.76,28.2989740468,,,,,0.329,-11.0810810811,0.329,-11.0810810811,85433.09,1437.719656649,85433.09,1437.719656649,,,,,,,,,,,,,,,,,,,,,85433.09,1437.719656649,,,,,,,,,,,,,,,85433.09,1437.719656649,,,,,,,,,179578610.13,30.9508923807,179571845.38,31.0803942777,6764.75,-95.1901500302,,,,,,,,,,,
20,300765.SZ,300765,新诺威,10125748,通用,2020-03-31 00:00:00,一季报,2020一季报,058001001,2020-04-27 00:00:00,2021-04-27 00:00:00,CNY,355609758.11,3.9361938922,355609758.11,3.9361938922,,,,,,,,,,,275437676.99,0.8475317858,172574046.45,0.6420162046,,,,,2476559.99,-5.6135993404,,,,,,,,,,,,,5638276.74,-5.1539396617,86092612.75,13.012314823,12553723.82,-1.0263910459,,,-3897542.76,-192.4149340772,,,761439.76,477.3671053475,,,,,,,-3049571.97,,10989737.36,,68869.1,,,,,,,,,,-1360715.99,-688.5225965251,709067.71,-39.7085985831,,,0,,87460598.23,24.902672932,3067585.33,5094.4240953614,,,511047.81,,,,,,0,,90017135.75,28.4453427486,16891431.92,23.9762148022,,,,,,,73125703.83,29.5238687799,,,73125703.83,29.5238687799,,,73080413.05,29.4637210923,45290.78,417.3836306705,63653543.42,14.6885023932,,,,,0.174,-53.7602976349,0.174,-53.7602976349,-62098.25,,-62098.25,,,,,,,,,,,,,,,,,,,,,,-62098.25,,,,,,,,,,,,,,,,-62098.25,,,,,,,,,,73063605.58,29.4138772835,73018314.8,29.353712539,45290.78,417.3836306705,,,,,,,,,,,
21,300765.SZ,300765,新诺威,10125748,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-03-23 00:00:00,2021-03-05 00:00:00,CNY,1256502359.88,1.3227712169,1256502359.88,1.3227712169,,,,,,,,,,,965627827.03,-0.9024434139,611841833.31,-3.0931457143,,,,,13052296.69,15.9985632644,,,,,,,,,,,,,17029062.03,5.0397970896,279065567.9,1.2855323278,50662872.61,12.8705895894,,,-6023805.51,-24.8926228271,1497591.76,-55.8426743673,2429354.03,282.9246650898,,,,,,,3890368.76,,17917902.84,15870.7804261596,,,,,,,,,,,594130.46,,19555570.94,34.6703085129,,,0,,332832505.85,20.2171811408,4551273.96,293.89247073,,,2213343.32,614.8878249167,,,,,0,,335170436.49,20.6928902236,61642704.43,15.473322583,,,,,,,273527732.06,21.9350045941,,,273527732.06,21.9350045941,,,273197126.61,22.0501032606,330605.45,-31.4697950639,238465715.95,12.0412815994,,,,,0.694,-53.4228187919,0.694,-53.4228187919,26167.25,,26167.25,,,,,,,,,,,,,,,,,,,,,,26167.25,,,,,,,,,,,,,,,,26167.25,,,,,,,,,,273553899.31,21.9466696042,273223293.86,22.0617934113,330605.45,-31.4697950639,,,,,,,,,,,标准无保留意见
22,300765.SZ,300765,新诺威,10125748,通用,2019-09-30 00:00:00,三季报,2019三季报,058001001,2019-10-28 00:00:00,2020-10-23 00:00:00,CNY,960153572.14,6.4860978094,960153572.14,6.4860978094,,,,,,,,,,,730278780.76,3.9790571594,459684939.72,1.2567932243,,,,,9431922.97,16.345543867,,,,,,,,,,,,,14122601.38,8.0199953462,218924668.63,7.6548761533,36297949.73,18.5249200614,,,-8183301.67,-20.1608579905,1497591.76,-38.2988474276,1657792.24,308.0063034783,,,,,,,10335978.45,24493.4282158782,3561642.22,,,,,,,,,,,,680232.53,,20868203.16,52.4984897988,,,0,,265320847.74,24.8074207835,117667.55,293.4876060695,,,1690456.04,603.3732795668,,,,,0,,263748059.25,24.1905112448,50195845.99,21.5276610714,,,,,,,213552213.26,24.8334450316,,,213552213.26,24.8334450316,,,213321314.88,24.9406167431,230898.38,-30.3572454067,198803967.41,,,,,,0.508,-55.3602811951,0.508,-55.3602811951,-90405.16,,-90405.16,,,,,,,,,,,,,,,,,,,,,,-90405.16,,,,,,,,,,,,,,,,-90405.16,,,,,,,,,,213461808.1,24.7805980609,213230909.72,24.8876671517,230898.38,-30.3572454067,,,,,,,,,,,
23,300765.SZ,300765,新诺威,10125748,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-08-19 00:00:00,2020-08-21 00:00:00,CNY,653517491.79,5.9641311416,653517491.79,5.9641311416,,,,,,,,,,,506972545.98,5.4824841256,315829320.02,0.8443966489,,,,,5661320.03,12.4090427508,,,,,,,,,,,,,10284980.33,25.0610288348,150328323.39,9.4963700101,25199200.63,35.2166692559,,,-330598.42,81.103102355,1375091.76,-20.9291432785,1151509.44,662.7955092072,,,,,,,4500687.67,,117205.56,,,,,,,,,,,,243052.85,,19242135.43,775.3844197783,,,0,,170648027.32,24.6603698957,116317.96,600.9838171866,,,429515.69,86.4739029646,,,,,0,,170334829.59,24.6261678951,33206069.75,25.0093060793,,,,,,,137128759.84,24.5337429798,,,137128759.84,24.5337429798,,,136988116.16,24.341836249,140643.68,347.4515305736,119175086.08,9.3887087984,,,,,0.37,-49.3150684932,0.37,-49.3150684932,5555.83,,5555.83,,,,,,,,,,,,,,,,,,,,,,5555.83,,,,,,,,,,,,,,,,5555.83,,,,,,,,,,137134315.67,24.5387885174,136993671.99,24.3468791835,140643.68,347.4515305736,,,,,,,,,,,
24,300765.SZ,300765,新诺威,10125748,通用,2019-03-31 00:00:00,一季报,2019一季报,058001001,2019-04-29 00:00:00,2020-04-27 00:00:00,CNY,342142371.0,13.5231727346,342142371.0,13.5231727346,,,,,,,,,,,273122873.82,14.032235148,171473160.97,11.4300362108,,,,,2623852.56,20.6894200166,,,,,,,,,,,,,5944660.98,67.2421168261,76179850.74,14.0006155893,12683910.34,50.3050014465,,,4217438.23,37.3917021533,756001.65,-9.353559196,-201776.93,-131.6871902064,,,,,,,,,,,,,,,,,,,,,-172565.25,,1176067.72,94.0488960541,,,0,,70022999.65,12.0765804394,59055.35,7774.0466666667,,,,,,,,,0,,70082055.0,12.501206764,13624735.96,12.3854640115,,,,,,,56457319.04,12.5291744567,,,56457319.04,12.5291744567,,,56448565.23,12.5117266035,8753.81,,55501242.14,11.3238132755,,,,,0.3763,12.4962630792,0.3763,12.4962630792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56457319.04,12.5291744567,56448565.23,12.5117266035,8753.81,,,,,,,,,,,,
25,300765.SZ,300765,新诺威,10125748,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-03-05 00:00:00,2020-03-23 00:00:00,CNY,1240098691.33,20.2600448546,1240098691.33,20.2600448546,,,,,,,,,,,974421429.04,22.0521147427,631371060.2,19.7583560196,,,,,11252119.27,32.2722641655,,,,,,,,,,,,,16212009.64,16.58463532,275523622.66,32.8725172123,44885804.88,33.524270042,,,-4823187.61,-171.4475318091,3391491.08,3.8212196039,634420.88,3.1385118445,,,,,,,,,112191.78,,,,,,,,,,-3451175.31,,,,14521070.87,84.0470026805,,,0,,276859349.63,15.0198157332,1155461.02,39.4393009056,,,309607.08,-88.4897087319,,,,,0,,277705203.57,16.2702438723,53382636.83,21.5079337958,,,,,,,224322566.74,15.0896555184,,,224322566.74,15.0896555184,,,223840143.77,14.8421463434,482422.97,,212837369.0,11.7644825693,,,,,1.49,14.6153846154,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224322566.74,15.0896555184,223840143.77,14.8421463434,482422.97,,,,,,,,,,,,标准无保留意见
26,300765.SZ,300765,新诺威,10125748,通用,2018-09-30 00:00:00,三季报,2018三季报,058001001,2019-10-28 00:00:00,2019-10-28 00:00:00,CNY,901670351.24,,901670351.24,,,,,,,,,,,,702332566.49,,453979357.91,,,,,,8106819.27,,,,,,,,,,,,,,13074062.2,,203357875.14,,30624740.95,,,,-6810288.98,,2427169.83,,406315.35,,,,,,,,42027.4,,,,,,,,,,,,-479822.74,,,,13684203.16,,,,0,,212584192.57,,29903.75,,,,240335.55,,,,,,0,,212373760.77,,41304050.08,,,,,,,,171069710.69,,,,171069710.69,,,,170738163.81,,331546.88,,,,,,,,1.138,,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171069710.69,,170738163.81,,331546.88,,,,,,,,,,,,
